Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
N1500313	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.517	789.798	107snp10indel5921holes		0.211	56557	0.499	856	00956	no
N1500313	SRST2_20160428	NC_021622	NC_021622	79.835	764.904	43snp6indel11325holes		0.096	56171	0.5	857	00957	no
N1500313	SRST2_20160428	NC_025186	NC_025186	75.788	737.92	52snp11indel14330holes		0.116	59228	0.5	836	00712	no
N1500313	SRST2_20160428	NC_019059	NC_019059	85.382	747.78	44snp2indel226holes		3.333	1546	0.5	1811	00340	no
N1500313	SRST2_20160428	NC_019087	NC_019087	80.421	706.319	309snp29indel8642holes		0.869	44216	0.5	970	01070	no
N1500313	SRST2_20160428	NZ_CP009867	NZ_CP009867	94.328	783.995	60snp9indel3057holes		0.118	54000	0.499	877	01216	no
N1500313	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.459	813.433	65snp7indel314holes		0.11	59138	0.499	838	00716	no
N1500313	SRST2_20160428	NC_022374	NC_022374	78.283	711.313	103snp17indel11793holes		0.242	54373	0.5	871	01222	no
N1500313	SRST2_20160428	NC_019166	NC_019166	83.807	731.451	42snp6indel8217holes		0.099	50775	0.499	915	00813	no
N1500313	SRST2_20160428	NC_022661	NC_022661	77.642	870.362	31snp8indel343holes	edge0.0	2.564	1552	0.417	1801	00456	no
N1500313	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	793.305	57snp7indel		0.113	50333	0.499	917	00815	no
N1500313	SRST2_20160428	NC_019124	NC_019124	86.967	704.649	283snp14indel5333holes	edge0.0	0.794	40995	0.5	1010	01178	no
N1500313	SRST2_20160428	NZ_CP015143	NZ_CP015143	100.0	1411.634	2snp		0.129	1549	0.036	1807	00450	no
N1500313	SRST2_20160428	NC_021664	NC_021664	86.958	632.181	420snp30indel6903holes		0.91	53081	0.5	893	01230	no
N1500313	SRST2_20160428	NC_019033	NC_019033	86.021	794.087	299snp23indel5909holes	edge0.0	0.82	42379	0.5	993	01584	no
N1500313	SRST2_20160428	NC_014208	NC_014208	83.145	788.174	47snp8indel9205holes		0.103	54641	0.5	868	01087	no
N1500313	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.825	798.961	300snp45indel8462holes		0.894	42002	0.495	999	01586	no
N1500313	SRST2_20160428	NC_018660	NC_018660	99.935	1389.418	6snp1holes		0.388	1549	0.035	1810	00339	no
N1500313	SRST2_20160428	NC_019098	NC_019098	83.918	786.677	287snp15indel6344holes	edge0.0	0.865	39510	0.5	1024	00864	no
N1500313	SRST2_20160428	NC_021660	NC_021660	87.525	641.309	460snp29indel6792holes		0.962	54605	0.5	869	01086	no
N1500313	SRST2_20160428	NC_002145	NC_002145	99.935	1402.634	3snp2indel		0.194	1549	0.048	1806	00451	no
N1500313	SRST2_20160428	NZ_CM003775	NZ_CM003775	77.821	1005.534	27snp2indel344holes		2.237	1551	0.242	1804	00453	no
N1500313	SRST2_20160428	NZ_CP012630	NZ_CP012630	80.851	760.158	43snp1indel296holes		3.426	1551	0.35	1803	00454	no
N1500313	SRST2_20160428	NZ_CP011143	NZ_CP011143	77.577	990.086	27snp7indel344holes	edge0.0	2.235	1552	0.5	1802	00455	no
N1500313	SRST2_20160428	NC_025019	NC_025019	81.949	776.743	97snp5indel11828holes		0.181	65549	0.5	782	00726	no
N1500313	SRST2_20160428	NC_019049	NC_019049	91.525	61.72	95snp340holes		2.587	4012	0.079	1649	01608	no
N1500313	SRST2_20160428	NC_018663	NC_018663	100.0	1398.515	7snp		0.452	1549	0.035	1809	00458	no
N1500313	SRST2_20160428	NC_018652	NC_018652	100.0	1410.202	7snp		0.452	1549	0.034	1808	00459	no
N1500313	SRST2_20160428	NZ_CP009864	NZ_CP009864	97.043	761.761	73snp7indel1845holes		0.12	62589	0.5	809	00357	no
N1500313	SRST2_20160428	NC_022375	NC_022375	75.575	792.293	43snp5indel14506holes		0.096	59395	0.5	829	00584	no
N1500313	SRST2_20160428	NC_024967	NC_024967	85.37	721.88	273snp11indel10645holes		0.439	72800	0.5	686	00134	no
N1500313	SRST2_20160428	NZ_CP014524	NZ_CP014524	97.259	785.231	54snp10indel1350holes		0.112	49467	0.499	925	00705	no
N1500314	SRST2_20160428	NZ_CP009862	NZ_CP009862	76.528	304.837	108snp6indel18815holes		0.176	80186	0.496	622	00645	no
N1500314	SRST2_20160428	NC_019151	NC_019151	99.959	245.019	3snp4indel		0.031	9803	0.059	1268	01147	no
N1500314	SRST2_20160428	NC_023910	NC_023910	79.392	320.958	104snp12indel10996holes		0.245	53416	0.5	885	01102	no
N1500314	SRST2_20160428	NC_011383	NC_011383	78.665	255.442	389snp24indel15061holes		0.7	70655	0.5	704	01488	no
N1500314	SRST2_20160428	NC_024974	NC_024974	85.439	361.712	299snp12indel6293holes		0.809	43265	0.5	987	01718	no
N1500314	SRST2_20160428	NC_022374	NC_022374	78.464	300.002	122snp12indel11698holes		0.286	54373	0.5	871	01222	no
N1500314	SRST2_20160428	NC_019101	NC_019101	100.0	393.993	3snp		0.111	2699	0.439	1738	00834	no
N1500314	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.777	322.522	110snp9indel5774holes		0.217	56557	0.496	856	00956	no
N1500314	SRST2_20160428	NC_021622	NC_021622	81.462	323.698	46snp7indel10409holes		0.101	56171	0.5	857	00957	no
N1500314	SRST2_20160428	NC_019084	NC_019084	78.358	409.935	21snp1indel666holes		0.869	3082	0.494	1716	01819	no
N1500314	SRST2_20160428	NC_019087	NC_019087	81.724	298.674	331snp24indel8071holes		0.916	44216	0.5	970	01070	no
N1500314	SRST2_20160428	NZ_CP009867	NZ_CP009867	93.213	324.935	56snp8indel3659holes		0.111	54000	0.496	877	01216	no
N1500314	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.515	325.25	54snp6indel281holes		0.092	59138	0.496	838	00716	no
N1500314	SRST2_20160428	NC_019103	NC_019103	97.855	387.762	4snp59holes		0.149	2750	0.447	1732	00838	no
N1500314	SRST2_20160428	NC_012916	NC_012916	100.0	399.503	3snp		0.111	2699	0.447	1737	00841	no
N1500314	SRST2_20160428	NC_019279	NC_019279	97.779	383.015	3snp60holes		0.114	2702	0.439	1736	00842	no
N1500314	SRST2_20160428	NC_011385	NC_011385	75.416	277.864	160snp2indel18589holes		0.281	75617	0.5	653	01555	no
N1500314	SRST2_20160428	NC_019166	NC_019166	83.194	315.253	35snp5indel8529holes		0.083	50775	0.5	915	00813	no
N1500314	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	324.955	55snp6indel		0.109	50333	0.496	917	00815	no
N1500314	SRST2_20160428	NC_019124	NC_019124	83.839	299.468	270snp10indel6620holes	edge0.0	0.785	40995	0.5	1010	01178	no
N1500314	SRST2_20160428	NZ_CP011637	NZ_CP011637	77.567	58.08	104snp5indel721holes	edge1.0	4.157	3223	0.5	1706	00495	no
N1500314	SRST2_20160428	NC_021664	NC_021664	86.308	252.624	396snp25indel7251holes		0.864	53081	0.5	893	01230	no
N1500314	SRST2_20160428	NC_019033	NC_019033	87.484	340.769	307snp16indel5296holes	edge0.0	0.828	42379	0.5	993	01584	no
N1500314	SRST2_20160428	NC_014208	NC_014208	84.823	334.982	52snp9indel8286holes		0.112	54641	0.5	868	01087	no
N1500314	SRST2_20160428	NC_014478	NC_014478	99.829	153.609	36snp15indel		0.44	8187	0.5	1331	01194	no
N1500314	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.118	346.193	300snp41indel8763holes		0.903	42002	0.5	999	01586	no
N1500314	SRST2_20160428	NC_019135	NC_019135	79.117	270.146	48snp2indel974holes		1.301	4664	0.452	1596	00856	no
N1500314	SRST2_20160428	NC_021157	NC_021157	82.759	237.27	51snp3indel806holes		1.318	4675	0.46	1593	00859	no
N1500314	SRST2_20160428	NC_021660	NC_021660	87.148	256.544	447snp25indel7001holes		0.939	54605	0.5	869	01086	no
N1500314	SRST2_20160428	NC_019098	NC_019098	83.989	336.561	298snp11indel6320holes	edge0.0	0.898	39510	0.5	1024	00864	no
N1500314	SRST2_20160428	NZ_CP011604	NZ_CP011604	77.567	58.08	104snp5indel721holes	edge1.0	4.157	3223	0.5	1702	00491	no
N1500314	SRST2_20160428	NZ_CP011652	NZ_CP011652	77.567	72.801	104snp5indel721holes		4.157	3223	0.5	1703	01053	no
N1500314	SRST2_20160428	NZ_CP012991	NZ_CP012991	80.701	55.617	104snp5indel620holes	edge0.0	3.995	3223	0.5	1704	00493	no
N1500314	SRST2_20160428	NZ_CP003994	NZ_CP003994	76.885	61.382	93snp4indel744holes	edge1.0	3.752	3223	0.5	1705	00494	no
N1500314	SRST2_20160428	NC_025019	NC_025019	78.363	329.761	119snp6indel14178holes		0.232	65549	0.5	782	00726	no
N1500314	SRST2_20160428	NZ_CP009864	NZ_CP009864	93.152	312.139	69snp6indel4280holes		0.118	62589	0.497	809	00357	no
N1500314	SRST2_20160428	NC_022375	NC_022375	75.767	342.006	26snp4indel14392holes		0.058	59395	0.5	829	00584	no
N1500314	SRST2_20160428	NZ_CP011619	NZ_CP011619	100.0	436.014	3snp		0.08	3741	0.433	1669	01380	no
N1500314	SRST2_20160428	NC_024967	NC_024967	89.835	279.897	320snp6indel7395holes		0.489	72800	0.494	686	00134	no
N1500314	SRST2_20160428	NZ_CP014524	NZ_CP014524	97.261	334.974	52snp9indel1349holes		0.108	49467	0.496	925	00705	no
N1500315	SRST2_20160428	NZ_CP011635	NZ_CP011635	89.307	105.453	515snp18indel35592holes		0.173	332956	0.5	24	01043	no
N1500315	SRST2_20160428	NZ_CP010380	NZ_CP010380	92.579	113.253	826snp18indel24392holes		0.271	328905	0.5	27	01046	no
N1500315	SRST2_20160428	NC_003456	NC_003456	75.972	108.182	46snp1indel1020holes	edge0.0	1.426	4245	0.5	1624	00067	no
N1500315	SRST2_20160428	NZ_CP009869	NZ_CP009869	75.825	107.186	578snp22indel91563holes		0.201	378808	0.5	19	00667	no
N1500315	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	158.724	1indel		0.0	2496	0.479	1753	00097	no
N1500315	SRST2_20160428	NZ_CP012166	NZ_CP012166	93.725	160.969	17snp1indel171holes		0.666	2725	0.5	1735	01667	no
N1500315	SRST2_20160428	NC_019151	NC_019151	99.959	68.784	2snp4indel		0.02	9803	0.103	1268	01147	no
N1500315	SRST2_20160428	NC_011207	NC_011207	100.0	196.344	4snp		0.052	7621	0.176	1362	01827	no
N1500315	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	164.35	7snp1indel		0.281	2493	0.493	1754	00096	no
N1500315	SRST2_20160428	NZ_CP011626	NZ_CP011626	83.374	66.585	91snp7indel1081holes	edge0.0	1.668	6538	0.5	1414	01296	no
N1500315	SRST2_20160428	NC_019262	NC_019262	87.749	140.846	108snp8indel875holes		1.71	7191	0.182	1381	01537	no
11AY3041	SRST2_20160428	NZ_CP009862	NZ_CP009862	89.196	334.369	121snp8indel8656holes		0.169	80186	0.5	622	00645	no
11AY3041	SRST2_20160428	NC_019151	NC_019151	99.959	242.723	2snp4indel		0.02	9803	0.073	1268	01147	no
11AY3041	SRST2_20160428	NZ_CP011599	NZ_CP011599	76.748	124.271	880snp26indel19280holes		1.381	82986	0.5	601	00881	no
11AY3041	SRST2_20160428	NZ_CP011632	NZ_CP011632	82.066	122.142	913snp26indel14986holes		1.33	83652	0.5	594	01395	no
11AY3041	SRST2_20160428	NZ_CP011593	NZ_CP011593	84.162	124.572	817snp25indel10899holes		1.408	68910	0.5	746	00971	no
11AY3041	SRST2_20160428	NC_020086	NC_020086	79.658	329.926	125snp10indel16286holes	edge0.0	0.196	80105	0.5	624	00651	no
11AY3041	SRST2_20160428	NC_011383	NC_011383	79.738	272.087	354snp25indel14302holes		0.628	70655	0.5	704	01488	no
11AY3041	SRST2_20160428	NZ_CP011609	NZ_CP011609	83.412	114.692	834snp29indel11694holes	edge0.0	1.416	70610	0.494	705	01489	no
11AY3041	SRST2_20160428	NC_024967	NC_024967	97.353	295.582	309snp9indel1921holes		0.436	72800	0.5	686	00134	no
11AY3041	SRST2_20160428	NC_024974	NC_024974	86.211	370.341	302snp15indel5956holes		0.809	43265	0.5	987	01718	no
11AY3041	SRST2_20160428	NZ_CP007733	NZ_CP007733	78.457	158.692	762snp21indel17311holes		1.208	80411	0.5	620	00647	no
11AY3041	SRST2_20160428	NZ_CP011637	NZ_CP011637	100.0	1392.484			0.0	3223	0.339	1706	00495	no
11AY3041	SRST2_20160428	NC_014368	NC_014368	79.225	306.8	572snp48indel16442holes		0.91	79307	0.5	627	00648	no
11AY3041	SRST2_20160428	NC_021488	NC_021488	82.279	112.278	492snp17indel11081holes	del1	0.955	62592	0.5	808	00358	no
11AY3041	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.441	354.577	90snp10indel5963holes		0.178	56557	0.5	856	00956	no
11AY3041	SRST2_20160428	NC_021622	NC_021622	90.459	340.02	49snp5indel5357holes		0.096	56171	0.497	857	00957	no
11AY3041	SRST2_20160428	NC_025186	NC_025186	87.83	329.062	56snp9indel7199holes		0.108	59228	0.5	836	00712	no
11AY3041	SRST2_20160428	NC_023910	NC_023910	88.06	337.734	106snp18indel6361holes		0.225	53416	0.5	885	01102	no
11AY3041	SRST2_20160428	NC_019087	NC_019087	86.274	314.818	325snp25indel6058holes		0.852	44216	0.5	970	01070	no
11AY3041	SRST2_20160428	NZ_CP009867	NZ_CP009867	94.88	350.01	60snp8indel2759holes		0.117	54000	0.5	877	01216	no
11AY3041	SRST2_20160428	NC_015599	NC_015599	77.808	334.567	170snp10indel12020holes		0.403	54205	0.5	874	01217	no
11AY3041	SRST2_20160428	NZ_CP012166	NZ_CP012166	75.339	429.049	87snp9indel668holes		4.229	2725	0.5	1735	01667	no
11AY3041	SRST2_20160428	NZ_CP009864	NZ_CP009864	99.757	345.459	59snp6indel146holes		0.094	62589	0.5	809	00357	no
11AY3041	SRST2_20160428	NC_022374	NC_022374	87.595	323.047	114snp15indel6731holes		0.239	54373	0.5	871	01222	no
11AY3041	SRST2_20160428	NC_024997	NC_024997	88.836	152.48	420snp15indel10034holes		0.525	89977	0.5	540	00262	no
11AY3041	SRST2_20160428	NC_015515	NC_015515	100.0	458.484	1snp		0.01	10497	0.489	1255	01315	no
11AY3041	SRST2_20160428	NZ_CP009874	NZ_CP009874	75.225	283.424	463snp19indel12391holes		1.229	50051	0.5	919	00811	no
11AY3041	SRST2_20160428	NC_011385	NC_011385	83.853	324.673	53snp3indel12208holes		0.084	75617	0.497	653	01555	no
11AY3041	SRST2_20160428	NZ_CP011614	NZ_CP011614	77.028	152.24	916snp28indel21138holes		1.291	92095	0.5	523	00520	no
11AY3041	SRST2_20160428	NC_019166	NC_019166	93.627	327.561	39snp4indel3233holes		0.082	50775	0.498	915	00813	no
11AY3041	SRST2_20160428	NZ_CP010383	NZ_CP010383	97.941	108.737	32snp4indel2189holes		0.031	106410	0.489	420	00422	no
11AY3041	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	356.042	55snp6indel		0.109	50333	0.5	917	00815	no
11AY3041	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	860.266	1indel		0.0	2493	0.489	1754	00096	no
11AY3041	SRST2_20160428	NC_019124	NC_019124	93.743	315.413	284snp11indel2558holes	edge0.0	0.739	40995	0.497	1010	01178	no
11AY3041	SRST2_20160428	NC_019154	NC_019154	81.275	108.057	543snp14indel11580holes		1.08	61881	0.5	815	00472	no
11AY3041	SRST2_20160428	NC_020280	NC_020280	77.26	389.544	3snp2indel1141holes	edge0.0	0.077	5022	0.254	1566	01709	no
11AY3041	SRST2_20160428	NC_020088	NC_020088	92.224	367.194	53snp5indel3973holes		0.112	51160	0.5	912	00820	no
11AY3041	SRST2_20160428	NC_014231	NC_014231	77.12	328.526	362snp34indel12158holes		0.882	53207	0.5	890	01227	no
11AY3041	SRST2_20160428	NC_021660	NC_021660	87.144	277.756	438snp29indel6999holes		0.92	54605	0.5	869	01086	no
11AY3041	SRST2_20160428	NZ_CP014698	NZ_CP014698	81.435	116.594	1187snp81indel18561holes		1.454	100196	0.5	449	01413	no
11AY3041	SRST2_20160428	NC_021664	NC_021664	86.308	275.526	388snp28indel7248holes		0.847	53081	0.49	893	01230	no
11AY3041	SRST2_20160428	NC_011641	NC_011641	86.273	119.301	711snp24indel9324holes	edge0.0	1.211	68018	0.5	757	00847	no
11AY3041	SRST2_20160428	NC_019033	NC_019033	91.399	344.11	304snp15indel3638holes	edge0.0	0.785	42379	0.499	993	01584	no
11AY3041	SRST2_20160428	NC_019346	NC_019346	83.925	113.887	812snp35indel10672holes		1.454	66531	0.481	772	01113	no
11AY3041	SRST2_20160428	NC_003486	NC_003486	75.55	299.395	103snp6indel2773holes	edge0.0	1.2	11354	0.1	1238	00537	no
11AY3041	SRST2_20160428	NC_011617	NC_011617	78.598	301.706	130snp14indel14507holes		0.244	67850	0.5	759	00851	no
11AY3041	SRST2_20160428	NZ_CP012143	NZ_CP012143	89.82	332.564	298snp43indel4266holes		0.79	42002	0.5	999	01586	no
11AY3041	SRST2_20160428	NZ_CP011604	NZ_CP011604	100.0	1393.866			0.0	3223	0.339	1702	00491	no
11AY3041	SRST2_20160428	NZ_CP009852	NZ_CP009852	77.357	152.076	717snp21indel17482holes		1.2	77248	0.5	642	01443	no
11AY3041	SRST2_20160428	NC_010499	NC_010499	83.175	96.556	2snp1152holes	edge0.0	0.035	6847	0.484	1400	01407	no
11AY3041	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.719	117.479	843snp19indel15467holes		1.561	69471	0.5	739	01642	no
11AY3041	SRST2_20160428	NC_009131	NC_009131	80.97	290.306	390snp19indel12412holes		0.738	65288	0.5	784	00720	no
11AY3041	SRST2_20160428	NC_019098	NC_019098	84.857	353.661	303snp13indel5976holes	edge0.0	0.904	39510	0.5	1024	00864	no
11AY3041	SRST2_20160428	NC_023909	NC_023909	82.613	332.307	107snp18indel10107holes		0.222	58228	0.5	845	00823	no
11AY3041	SRST2_20160428	NZ_CP011652	NZ_CP011652	100.0	1404.123			0.0	3223	0.339	1703	01053	no
11AY3041	SRST2_20160428	NZ_CP012991	NZ_CP012991	100.0	1388.076	2snp		0.062	3223	0.34	1704	00493	no
11AY3041	SRST2_20160428	NZ_CP003994	NZ_CP003994	100.0	1388.387			0.0	3223	0.338	1705	00494	no
11AY3041	SRST2_20160428	NC_025019	NC_025019	90.743	344.861	102snp9indel6059holes		0.171	65549	0.5	782	00726	no
11AY3041	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	858.555	1indel		0.0	2496	0.489	1753	00097	no
11AY3041	SRST2_20160428	NC_019082	NC_019082	78.175	293.983	107snp35indel11221holes		0.265	51556	0.5	908	00952	no
11AY3041	SRST2_20160428	NZ_CP014524	NZ_CP014524	98.468	360.911	56snp9indel752holes		0.115	49467	0.5	925	00705	no
11AY3041	SRST2_20160428	NC_014208	NC_014208	94.065	347.151	53snp8indel3237holes		0.103	54641	0.497	868	01087	no
11AY3041	SRST2_20160428	NZ_CP006924	NZ_CP006924	78.462	315.406	65snp6indel2350holes	edge0.0	0.758	10925	0.412	1243	01220	no
11AY3041	SRST2_20160428	NZ_CP010385	NZ_CP010385	97.945	108.686	31snp3indel2191holes		0.03	106698	0.489	417	00279	no
11AY3041	SRST2_20160428	NC_022375	NC_022375	84.66	345.096	32snp6indel9109holes		0.064	59395	0.497	829	00584	no
11AY3041	SRST2_20160428	NZ_CP011640	NZ_CP011640	78.912	108.426	861snp24indel15401holes	del1	1.492	73100	0.5	683	00137	no
11AY3041	SRST2_20160428	NC_005246	NC_005246	82.738	93.305	872snp17indel10371holes		1.752	60145	0.5	825	00586	no
11AY3041	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.478	113.927	505snp13indel11127holes		0.963	63543	0.5	801	00361	no
11AY3041	SRST2_20160428	NC_023027	NC_023027	82.485	113.691	500snp23indel11127holes		0.953	63578	0.5	800	00362	no
11AY3041	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.552	349.216	62snp6indel259holes		0.105	59138	0.5	838	00716	no
11AY3041	SRST2_20160428	NZ_CP009857	NZ_CP009857	78.918	151.737	749snp23indel16340holes		1.223	77575	0.5	639	00779	no
11AY3041	SRST2_20160428	NC_025134	NC_025134	79.726	134.585	606snp16indel18324holes		0.84	90439	0.5	538	00415	no
11A1213015	SRST2_20160428	NZ_CP009862	NZ_CP009862	85.887	354.474	80snp6indel11311holes		0.116	80186	0.5	622	00645	no
11A1213015	SRST2_20160428	NC_019151	NC_019151	99.949	289.31	1snp5indel		0.01	9803	0.061	1268	01147	no
11A1213015	SRST2_20160428	NC_023910	NC_023910	78.705	382.619	89snp12indel11363holes		0.212	53416	0.5	885	01102	no
11A1213015	SRST2_20160428	NC_011383	NC_011383	78.408	303.187	365snp25indel15242holes		0.659	70655	0.5	704	01488	no
11A1213015	SRST2_20160428	NC_024974	NC_024974	85.374	390.081	287snp14indel6319holes		0.777	43265	0.499	987	01718	no
11A1213015	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.492	375.761	94snp10indel5934holes		0.186	56557	0.498	856	00956	no
11A1213015	SRST2_20160428	NC_021622	NC_021622	81.781	357.894	81snp6indel10231holes		0.176	56171	0.5	857	00957	no
11A1213015	SRST2_20160428	NC_025186	NC_025186	75.368	362.065	49snp5indel14584holes		0.11	59228	0.5	836	00712	no
11A1213015	SRST2_20160428	NC_019087	NC_019087	80.426	348.652	319snp25indel8644holes		0.897	44216	0.5	970	01070	no
11A1213015	SRST2_20160428	NZ_CP009867	NZ_CP009867	93.763	375.421	52snp8indel3362holes		0.103	54000	0.498	877	01216	no
11A1213015	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.552	371.984	58snp6indel259holes		0.099	59138	0.498	838	00716	no
11A1213015	SRST2_20160428	NC_022374	NC_022374	76.886	371.286	99snp12indel12556holes		0.237	54373	0.5	871	01222	no
11A1213015	SRST2_20160428	NC_011385	NC_011385	80.867	332.056	46snp3indel14466holes		0.075	75617	0.5	653	01555	no
11A1213015	SRST2_20160428	NC_019166	NC_019166	84.997	361.182	48snp5indel7614holes		0.111	50775	0.499	915	00813	no
11A1213015	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	377.511	51snp6indel		0.101	50333	0.498	917	00815	no
11A1213015	SRST2_20160428	NC_019124	NC_019124	88.308	340.917	287snp13indel4784holes	edge0.0	0.793	40995	0.5	1010	01178	no
11A1213015	SRST2_20160428	NC_020088	NC_020088	78.956	414.448	75snp6indel10760holes		0.186	51160	0.5	912	00820	no
11A1213015	SRST2_20160428	NC_021664	NC_021664	85.417	298.131	387snp27indel7722holes		0.853	53081	0.5	893	01230	no
11A1213015	SRST2_20160428	NC_019033	NC_019033	85.644	387.744	300snp17indel6075holes	edge0.0	0.826	42379	0.5	993	01584	no
11A1213015	SRST2_20160428	NC_014208	NC_014208	85.143	365.467	85snp8indel8112holes		0.183	54641	0.5	868	01087	no
11A1213015	SRST2_20160428	NZ_CP012143	NZ_CP012143	80.929	387.116	306snp43indel8000holes		0.9	42002	0.5	999	01586	no
11A1213015	SRST2_20160428	NC_021660	NC_021660	86.285	302.556	441snp26indel7471holes		0.936	54605	0.5	869	01086	no
11A1213015	SRST2_20160428	NC_019098	NC_019098	83.969	382.398	292snp12indel6327holes	edge0.0	0.88	39510	0.5	1024	00864	no
11A1213015	SRST2_20160428	NC_025019	NC_025019	82.142	366.177	115snp5indel11701holes		0.214	65549	0.5	782	00726	no
11A1213015	SRST2_20160428	NZ_CP009864	NZ_CP009864	96.293	361.997	54snp6indel2314holes		0.09	62589	0.5	809	00357	no
11A1213015	SRST2_20160428	NC_022375	NC_022375	77.274	374.399	35snp4indel13497holes		0.076	59395	0.498	829	00584	no
11A1213015	SRST2_20160428	NC_002610	NC_002610	99.848	150.714	17snp12indel		0.323	5258	0.356	1531	01311	no
11A1213015	SRST2_20160428	NC_024967	NC_024967	89.685	315.504	351snp7indel7505holes		0.538	72800	0.5	686	00134	no
11A1213015	SRST2_20160428	NZ_CP014524	NZ_CP014524	97.855	381.759	49snp9indel1055holes		0.101	49467	0.498	925	00705	no
11AY3031	SRST2_20160428	NZ_CP011635	NZ_CP011635	89.058	105.794	528snp17indel36423holes		0.178	332956	0.5	24	01043	no
11AY3031	SRST2_20160428	NZ_CP010380	NZ_CP010380	92.543	114.109	826snp16indel24515holes		0.271	328905	0.5	27	01046	no
11AY3031	SRST2_20160428	NZ_CP009869	NZ_CP009869	75.291	107.772	578snp21indel93587holes		0.203	378808	0.5	19	00667	no
11AY3031	SRST2_20160428	NZ_CP012166	NZ_CP012166	93.945	316.963	9snp1indel164holes		0.351	2725	0.5	1735	01667	no
11AY3031	SRST2_20160428	NC_019151	NC_019151	99.959	82.081	2snp4indel		0.02	9803	0.114	1268	01147	no
